date,item,unit_price,tax,transaction_amount,transaction_mode,transaction_currency
2024-03-31 06:19:50,report,12.96,0.77,54.92,,USD
2023-12-21 16:10:07,argue,51.63,3.92,166.65,UPI,USD
2024-01-19 13:24:19,school,88.64,7.35,575.94,credit card,INR
2023-06-23 22:51:46,address,59.97,7.98,339.75,cash,INR
2023-07-31 09:08:54,behavior,27.36,2.56,149.6,UPI,USD
2023-07-02 05:52:58,professional,29.75,1.62,250.96,credit card,INR
2023-11-24 01:25:43,national,58.77,3.52,124.58,UPI,INR
2024-05-01 06:51:03,safe,51.53,6.33,347.16,cash,INR
2023-05-20 01:38:38,end,3.66,0.24,11.7,UPI,INR
2024-04-12 17:02:23,cell,46.55,2.8,345.45,cash,INR
2023-07-26 19:57:25,treatment,50.97,7.03,174.0,,USD
2024-04-15 15:45:01,carry,32.79,3.15,107.82,cash,INR
2023-06-11 04:54:36,where,34.68,1.87,365.5,UPI,USD
2023-09-07 17:44:27,become,99.36,7.39,854.0,cash,USD
2023-05-25 23:49:20,animal,51.34,6.02,516.24,,USD
2024-02-21 08:37:45,foot,27.43,2.72,90.45,cash,INR
2024-03-10 19:43:24,hot,46.78,4.25,255.15,UPI,INR
2023-11-06 00:05:41,some,40.75,3.83,44.58,UPI,USD
2023-07-30 05:06:46,know,14.99,1.82,168.1,UPI,USD
2024-02-14 11:12:23,information,22.06,2.33,243.9,UPI,INR
2023-10-05 14:29:43,rise,69.81,9.5,713.79,UPI,INR
2023-09-05 03:54:11,finish,32.81,4.51,223.92,credit card,INR
2023-09-23 15:51:54,service,66.98,4.0,70.98,credit card,INR
2024-03-22 04:08:37,win,32.81,3.47,181.4,cash,INR
2024-04-15 16:29:13,join,30.07,2.96,264.24,UPI,USD
2023-10-28 05:59:52,star,39.88,5.97,91.7,cash,USD
2023-12-13 19:42:46,magazine,89.17,11.85,707.14,credit card,USD
2024-04-20 05:04:05,issue,3.4,0.22,14.48,UPI,USD
2024-02-02 21:30:00,scene,76.92,11.09,352.04,UPI,INR
2023-08-01 04:03:16,yet,10.92,0.73,34.95,debit card,USD
2023-10-21 17:47:48,drive,21.38,2.6,239.8,UPI,INR
2024-03-29 01:53:58,other,68.15,7.44,226.77,debit card,USD
2023-10-02 22:09:29,simply,97.35,9.86,428.84,UPI,USD
2023-12-02 09:15:50,well,70.31,7.26,387.85,credit card,USD
2024-04-13 03:21:33,determine,6.23,0.5,60.57,debit card,USD
2023-05-21 04:05:25,son,16.22,1.57,35.58,credit card,USD
2024-03-01 03:14:07,through,28.86,4.21,33.07,UPI,INR
2023-09-20 09:16:35,need,74.39,9.3,502.14,credit card,USD
2023-10-02 08:19:21,strong,74.15,6.1,401.25,UPI,USD
2024-04-10 17:27:44,billion,36.02,4.17,200.95,cash,INR
2023-07-01 11:05:22,market,9.47,1.12,21.18,debit card,USD
2023-09-25 18:43:50,forget,74.27,5.23,795.0,debit card,USD
2023-07-14 22:17:21,always,49.71,4.64,380.45,UPI,USD
2023-05-26 01:52:36,follow,38.89,4.85,43.74,debit card,INR
2024-02-24 17:07:47,certainly,74.6,7.74,411.7,debit card,INR
2024-03-30 01:21:14,fill,39.63,4.44,176.28,UPI,USD
2024-01-24 00:05:58,way,43.01,4.29,283.8,credit card,INR
2023-09-01 07:58:42,good,4.51,0.41,44.28,cash,USD
2024-02-19 12:23:38,win,86.21,8.59,663.6,cash,INR
2023-09-03 04:18:39,this,63.22,5.61,412.98,credit card,INR
2023-10-26 07:06:21,because,8.86,1.3,30.48,debit card,USD
2024-05-03 23:12:48,feeling,89.97,11.03,1010.0,,USD
2023-08-28 12:48:42,tough,57.45,3.58,61.03,credit card,INR
2023-10-25 02:01:30,century,43.53,4.37,383.2,debit card,USD
2024-01-05 06:09:18,several,56.96,6.29,442.75,cash,USD
2023-11-08 22:01:24,law,62.92,6.44,69.36,credit card,INR
2024-01-12 21:24:13,issue,42.19,2.9,351.849880584647,cash,INR
2024-04-09 06:07:41,later,11.12,1.34,49.84,cash,INR
2024-02-04 11:24:36,special,95.68,8.27,4619.438176267771,cash,USD
2023-09-27 10:03:28,specific,95.87,6.18,408.2,UPI,INR
2024-03-02 14:45:23,I,28.21,4.14,226.45,credit card,USD
2023-09-07 18:41:40,agency,52.16,7.44,357.6,credit card,USD
2023-08-20 19:25:05,increase,22.12,2.17,242.9,UPI,INR
2023-09-20 03:10:29,left,22.48,1.3,23.78,UPI,INR
2023-12-31 04:26:35,end,45.23,5.45,456.12,UPI,USD
2023-09-17 00:56:04,office,55.42,6.93,623.5,credit card,INR
2023-05-26 13:27:52,fine,99.62,13.03,788.55,credit card,INR
2023-05-30 19:53:51,meeting,80.16,11.84,552.0,UPI,USD
2023-09-12 19:32:24,clearly,31.27,2.01,299.52,credit card,USD
2023-05-31 23:42:40,show,55.61,7.3,314.55,credit card,USD
2023-09-20 15:02:33,station,51.73,6.52,58.25,debit card,USD
2023-06-12 05:33:20,to,27.74,2.05,268.11,cash,INR
2024-01-11 01:36:53,and,18.69,2.63,149.24,credit card,INR
2023-06-10 20:42:14,player,40.46,5.33,412.11,debit card,USD
2023-09-19 12:07:53,song,30.86,3.7,241.92,credit card,USD
2024-04-19 07:32:45,common,46.12,3.33,445.05,debit card,INR
2023-09-29 19:41:38,Mr,50.42,4.18,3439.6773602457574,credit card,INR
2023-09-18 15:14:55,many,31.47,2.47,33.94,cash,INR
2023-10-01 23:54:49,yet,70.48,7.59,702.63,cash,INR
2023-12-21 05:06:01,raise,97.96,5.9,4895.747032239764,cash,USD
2024-02-02 17:39:46,during,3.39,0.42,38.1,debit card,INR
2024-01-04 20:55:18,might,1.25,0.18,1.43,debit card,USD
2023-10-21 19:26:59,religious,23.69,2.96,239.85,credit card,USD
2024-05-12 17:09:51,prove,73.88,10.35,1104.3464138632971,debit card,USD
2024-04-10 02:29:52,body,79.07,4.99,756.54,,INR
2023-07-11 18:10:56,hour,24.54,2.34,134.4,credit card,INR
2023-11-22 15:43:17,fly,31.91,2.67,103.74,cash,USD
2024-02-07 02:01:56,up,83.04,6.82,808.74,debit card,USD
2024-01-09 05:20:08,somebody,83.58,12.07,956.5,debit card,USD
2023-11-26 07:02:58,building,54.13,6.45,302.9,UPI,USD
2024-05-12 21:27:00,unit,50.65,5.25,559.0,debit card,USD
2023-10-05 08:49:52,card,57.49,7.29,453.46,cash,INR
2023-07-30 00:10:23,walk,45.65,3.07,97.44,cash,USD
2024-03-18 18:55:55,everything,90.49,8.46,791.6,cash,INR
2023-06-22 05:22:19,amount,12.75,1.49,85.44,cash,INR
2023-12-17 01:14:19,sort,45.43,2.5,1081.0557829309876,debit card,INR
2024-02-15 00:24:48,week,78.8,8.15,434.75,debit card,USD
2024-05-12 11:59:59,source,86.6,12.96,995.6,credit card,INR
2024-04-27 04:17:58,region,53.04,3.44,395.36,credit card,USD
2024-02-15 04:47:33,consider,96.84,11.64,976.32,cash,USD
2024-01-26 02:10:46,trial,15.76,1.81,105.42,UPI,USD
2024-01-12 19:36:53,born,71.4,7.83,237.69,credit card,INR
2023-12-09 00:14:39,modern,12.61,0.98,13.59,debit card,INR
2023-10-28 13:31:10,former,47.75,2.78,101.06,UPI,INR
2023-05-21 09:55:17,maybe,55.95,6.22,373.02,cash,USD
2023-09-24 22:06:20,reality,27.56,2.1,118.64,UPI,USD
2024-04-09 05:56:56,successful,41.49,2.8,132.87,debit card,USD
2023-10-07 02:08:29,deal,28.65,3.26,31.91,cash,INR
2023-11-18 08:14:42,group,74.78,11.15,429.65,cash,INR
2023-12-05 16:40:59,nice,18.98,2.61,194.31,credit card,INR
2024-03-18 04:55:09,table,41.2,3.22,779.7741362836734,cash,USD
2023-07-14 22:17:48,thought,58.57,6.68,326.25,debit card,INR
2024-04-29 16:37:24,couple,14.51,2.17,150.12,credit card,INR
2024-01-31 10:19:05,such,55.37,4.87,542.16,debit card,INR
2024-03-06 17:20:23,song,23.26,2.31,178.99,cash,INR
2023-10-18 05:51:24,a,23.11,2.09,226.8,debit card,USD
2023-12-11 04:26:45,able,10.44,1.37,11.81,cash,INR
2023-09-17 19:15:30,and,12.73,1.66,71.95,,USD
2023-06-23 14:25:44,authority,41.37,5.42,467.9,credit card,USD
2023-05-26 11:32:48,my,93.72,10.38,312.3,debit card,INR
2024-05-05 03:15:35,official,56.8,5.58,561.42,debit card,INR
2023-06-26 06:56:45,rock,21.37,1.78,162.05,debit card,INR
2023-12-10 08:51:36,itself,74.89,4.08,236.91,cash,USD
2023-07-04 18:53:02,vote,30.16,2.83,98.97,UPI,INR
2024-03-29 23:11:05,office,58.48,7.79,66.27,UPI,USD
2023-09-22 19:54:36,general,94.4,13.09,107.49,cash,INR
2024-05-11 15:03:18,others,1.67,0.22,17.01,debit card,USD
2024-05-11 14:45:07,radio,84.02,11.42,572.64,credit card,INR
2023-08-03 04:35:27,of,27.18,1.6,86.34,credit card,USD
2023-09-11 06:34:17,TV,27.05,3.41,243.68,cash,INR
2023-06-18 16:11:16,audience,31.06,3.98,210.24,debit card,USD
2023-05-30 11:51:02,president,72.59,6.75,317.36,UPI,USD
2023-12-06 22:31:26,think,79.83,11.95,458.9,credit card,INR
2023-12-14 00:43:33,adult,53.78,3.09,398.09,UPI,INR
2023-11-07 01:56:53,in,51.35,6.92,407.89,cash,USD
2023-06-30 18:38:06,kid,58.99,4.65,381.84,credit card,INR
2023-05-17 23:22:13,perhaps,43.96,5.47,395.44,credit card,USD
2024-01-06 10:47:19,any,71.45,3.71,300.64,credit card,INR
2023-10-26 09:10:45,cup,10.26,1.21,753.0755976531312,credit card,INR
2023-12-20 07:45:31,floor,95.66,13.33,108.99,cash,INR
2023-07-17 11:03:36,popular,33.81,3.25,222.36,debit card,INR
2024-03-08 16:40:56,quickly,78.75,5.89,507.84,cash,INR
2024-05-03 03:07:26,wide,76.4,7.49,838.9,debit card,USD
2024-02-29 00:17:00,successful,26.14,2.27,284.1,UPI,INR
2023-06-22 23:04:48,western,7.69,0.68,75.33,debit card,INR
2023-12-26 13:22:06,establish,29.62,4.09,303.39,credit card,INR
2023-07-29 18:49:00,imagine,28.62,3.93,162.75,debit card,INR
2024-01-04 05:39:40,forget,52.12,4.65,227.08,credit card,USD
2024-03-25 11:54:46,rich,25.63,2.92,57.1,debit card,USD
2024-02-01 06:13:20,general,19.42,2.18,151.2,UPI,INR
2024-04-22 01:54:17,senior,64.53,9.57,296.4,UPI,USD
2023-07-24 14:14:31,blood,64.14,5.13,1371.319332255704,cash,USD
2024-01-31 21:13:38,field,89.57,10.96,402.12,cash,USD
2024-03-02 23:34:20,figure,84.0,6.41,271.23,cash,USD
2023-11-03 07:01:16,foreign,19.36,1.73,210.9,credit card,USD
2023-08-09 13:25:18,if,6.67,0.63,65.7,debit card,USD
2023-10-22 22:26:46,support,68.15,4.45,726.0,credit card,INR
2023-08-13 10:03:39,culture,16.4,2.46,1304.7854467505435,UPI,INR
2024-05-07 19:10:25,ground,13.86,2.01,158.7,cash,INR
2023-08-16 20:33:25,turn,60.03,8.58,617.49,debit card,USD
2024-02-10 20:22:32,organization,81.26,9.53,90.79,debit card,INR
2023-10-17 10:15:31,store,16.14,1.39,157.77,UPI,USD
2023-09-30 11:15:47,card,23.48,1.95,127.15,debit card,USD
2023-07-10 01:02:25,especially,5.94,0.5,25.76,cash,INR
2024-04-22 14:01:02,agreement,39.1,2.04,82.28,UPI,INR
2024-03-28 09:06:55,task,78.17,10.01,440.9,debit card,USD
2023-09-28 04:11:47,instead,58.88,8.51,336.95,debit card,INR
2024-01-29 20:28:21,politics,58.64,6.4,130.08,UPI,USD
2023-11-02 23:34:44,similar,10.53,1.53,48.24,debit card,INR
2023-10-09 05:41:21,admit,90.55,7.42,391.88,cash,USD
2023-05-22 07:25:11,really,76.89,9.85,780.66,UPI,INR
2023-10-04 03:12:13,make,34.21,4.98,313.52,cash,INR
2023-10-28 10:55:10,young,91.71,7.67,795.04,cash,INR
2023-08-19 06:28:14,whatever,13.54,1.66,76.0,debit card,USD
2023-11-04 20:31:45,onto,62.75,5.46,613.89,debit card,USD
2023-09-30 06:52:20,city,70.8,4.47,752.7,debit card,INR
2024-02-17 07:39:30,writer,79.3,7.9,436.0,UPI,USD
2023-10-07 19:10:22,across,20.41,2.12,22.53,UPI,USD
2024-01-26 21:49:30,half,73.52,4.63,390.75,UPI,INR
2023-12-11 14:12:56,better,42.88,2.59,272.82,UPI,INR
2023-05-27 06:36:07,read,68.09,5.36,367.25,debit card,INR
2023-09-16 09:43:31,wall,87.82,12.39,801.68,debit card,USD
2023-10-09 22:33:53,ready,15.12,1.18,48.9,debit card,USD
2023-06-27 05:19:08,score,24.63,1.59,262.2,UPI,INR
2023-11-30 09:24:33,green,94.56,10.59,315.45,credit card,USD
2024-01-19 10:46:12,decision,21.79,1.94,213.57,credit card,USD
2023-11-18 18:24:43,prevent,48.44,6.62,1988.4552953904508,debit card,USD
2023-12-13 17:53:42,defense,77.72,9.71,786.87,UPI,USD
2023-07-03 20:27:12,history,67.11,4.94,504.35,credit card,INR
2023-09-22 07:32:17,size,80.4,11.59,919.9,cash,INR
2023-07-28 23:48:41,action,50.59,6.16,170.25,debit card,INR
2023-08-29 02:11:29,data,46.12,6.14,470.34,credit card,USD
2023-11-26 19:09:59,wait,63.76,4.28,272.16,debit card,USD
2023-09-30 06:58:52,could,69.03,6.92,227.85,debit card,INR
2023-11-23 03:33:39,protect,44.33,2.58,328.37,credit card,USD
2024-04-20 15:31:04,catch,24.06,2.5,26.56,credit card,USD
2023-06-22 08:26:02,low,17.24,1.45,168.21,credit card,INR
2023-10-22 21:27:45,relate,54.63,7.01,554.76,debit card,USD
2024-03-23 20:17:47,growth,91.95,9.3,303.75,debit card,USD
2024-04-28 21:10:24,painting,54.09,3.65,404.18,UPI,USD
2023-11-08 19:55:17,force,47.91,6.5,272.05,debit card,USD
2023-07-30 01:51:34,information,4.48,0.34,43.38,debit card,USD
2023-12-17 01:34:35,plant,58.87,4.84,573.39,debit card,USD
2023-06-05 23:16:44,media,96.08,10.06,106.14,credit card,USD
2023-05-21 10:39:15,raise,54.06,6.32,301.9,debit card,USD
2024-02-03 10:28:09,top,68.11,3.67,358.9,cash,USD
2023-12-26 23:33:46,bar,37.49,4.31,125.4,UPI,USD
2023-08-01 05:12:26,for,10.1,1.32,57.1,credit card,USD
2024-02-28 02:45:04,woman,80.27,4.39,84.66,cash,INR
2023-05-17 20:29:14,maintain,72.38,5.07,232.35,UPI,INR
2024-04-05 14:03:26,notice,90.9,5.04,3568.885535825553,cash,INR
2024-02-27 06:36:53,hot,41.35,5.18,186.12,credit card,INR
2023-08-20 16:31:55,change,61.79,3.41,521.6,cash,USD
2023-08-29 06:57:31,call,53.42,6.96,422.66,UPI,USD
2023-08-06 22:53:15,expert,80.9,5.61,778.59,cash,USD
2024-03-23 12:57:46,choose,64.82,5.33,631.35,cash,INR
2023-12-12 06:17:17,bag,60.76,5.83,599.31,cash,INR
2023-10-23 09:35:50,or,9.84,0.76,10.6,credit card,INR
2023-11-15 14:16:34,skill,86.15,10.5,579.9,credit card,INR
2024-02-25 21:05:35,skin,11.75,0.71,112.14,UPI,USD
2023-12-08 14:08:57,unit,87.57,13.09,402.64,UPI,USD
2024-02-22 10:42:13,house,68.57,8.56,308.52,debit card,INR
2023-12-27 17:43:55,soon,99.45,5.52,839.76,cash,USD
2023-05-18 18:39:36,center,2.62,0.39,30.1,cash,INR
2023-11-30 20:41:53,tax,33.96,3.58,187.7,credit card,INR
2024-01-23 02:23:25,us,39.0,2.23,288.61,UPI,USD
2023-09-09 10:12:17,image,94.84,7.97,2068.9745729215456,UPI,INR
2024-03-01 06:00:54,kind,87.69,5.92,936.1,debit card,USD
2024-02-27 14:44:02,spring,76.92,6.03,165.9,credit card,INR
2023-10-19 19:53:19,sing,9.66,1.09,96.75,UPI,USD
2023-12-20 10:36:43,indicate,48.82,3.18,468.0,cash,INR
2023-09-19 05:54:19,herself,51.91,5.96,115.74,cash,INR
2024-01-27 21:38:45,moment,6.12,0.68,27.2,UPI,USD
2024-04-30 22:04:10,reason,76.35,10.02,518.22,debit card,INR
2024-03-11 04:34:19,career,20.47,1.76,222.3,UPI,INR
2023-12-31 23:47:09,leg,53.51,6.08,357.54,UPI,USD
2023-07-01 02:25:02,economy,10.41,1.15,115.6,debit card,USD
2023-10-12 19:41:45,hit,67.39,6.64,592.24,debit card,USD
2024-01-05 01:08:30,physical,14.92,1.47,114.73,credit card,USD
2023-09-11 14:51:29,necessary,13.94,1.03,89.82,cash,INR
2024-02-12 06:48:11,resource,71.18,9.6,484.68,UPI,USD
2024-04-16 12:34:09,civil,28.77,3.33,288.9,UPI,USD
2024-04-11 17:50:12,better,90.0,7.05,291.15,cash,USD
2023-10-11 07:08:14,reason,66.06,3.79,488.95,cash,USD
2023-12-27 18:28:08,rich,39.09,2.83,419.2,credit card,INR
2023-09-02 10:49:23,effect,11.67,1.05,63.6,cash,USD
2024-02-28 00:07:07,eight,64.53,9.61,74.14,debit card,USD
2023-09-01 00:41:30,improve,9.97,1.41,79.66,UPI,INR
2023-12-24 07:49:47,reach,45.84,5.17,51.01,UPI,USD
2023-09-05 01:58:29,happy,30.3,1.81,192.66,UPI,USD
2024-01-29 18:45:03,item,33.61,3.24,221.1,credit card,USD
2024-04-02 07:36:43,people,8.28,1.12,94.0,credit card,INR
2024-02-18 00:48:11,girl,68.08,9.22,77.3,debit card,INR
2023-08-26 18:04:32,capital,46.6,3.53,451.17,cash,USD
2024-01-04 10:37:17,interview,54.29,5.3,59.59,debit card,USD
2023-10-17 19:08:54,card,74.59,5.13,159.44,cash,INR
2023-11-10 18:49:05,poor,21.2,2.01,162.47,cash,USD
2024-02-07 13:11:26,right,9.46,1.07,140.35826021924515,UPI,USD
2023-10-17 22:39:47,finally,78.05,10.92,711.76,UPI,INR
2024-02-10 15:44:25,ok,81.82,7.12,444.7,credit card,INR
2023-07-07 11:04:13,determine,94.64,10.84,632.88,credit card,USD
2024-04-24 21:29:18,own,44.28,4.94,344.54,debit card,USD
2024-04-13 22:56:41,public,90.33,8.06,196.78,debit card,USD
2023-07-05 09:37:51,laugh,16.91,1.6,111.06,debit card,INR
2024-05-11 09:32:04,newspaper,42.78,3.05,366.64,credit card,INR
2023-09-24 12:20:05,give,84.55,10.68,3312.422153088861,debit card,INR
2023-08-24 04:19:36,decade,11.15,1.23,37.14,UPI,INR
2023-06-17 07:02:46,event,70.2,9.72,79.92,debit card,INR
2023-12-22 15:35:32,down,11.06,0.62,81.76,debit card,INR
2023-08-18 18:17:12,me,68.78,10.1,78.88,UPI,USD
2024-03-31 18:25:22,cut,29.48,2.8,290.52,cash,INR
2024-02-08 19:03:32,behind,97.88,10.24,864.96,cash,INR
2024-04-09 14:52:43,become,58.25,4.25,500.0,UPI,INR
2023-11-17 15:46:22,medical,68.86,9.26,234.36,cash,USD
2023-06-18 01:37:10,before,29.73,3.01,327.4,cash,USD
2024-03-10 02:21:10,certain,17.82,2.12,159.52,UPI,USD
2023-05-30 08:03:48,authority,43.14,3.08,277.32,UPI,INR
2023-07-03 12:27:08,their,37.94,3.56,249.0,cash,INR
2024-04-09 09:28:29,top,20.43,1.94,178.96,credit card,INR
2023-06-24 20:23:26,serve,85.11,7.61,649.04,cash,USD
2023-08-10 01:23:49,buy,90.93,7.54,984.7,UPI,INR
2023-09-05 03:10:43,quite,95.31,5.92,506.15,UPI,INR
2023-09-20 18:50:03,argue,42.96,2.53,181.96,UPI,USD
2023-11-11 06:19:21,receive,38.49,2.43,122.76,cash,USD
2024-03-02 09:25:32,politics,50.79,6.05,568.4,cash,INR
2023-06-27 07:48:17,good,60.77,3.95,64.72,UPI,USD
2024-02-03 13:01:13,across,96.27,12.05,866.56,cash,USD
2023-12-16 10:37:06,staff,5.49,0.4,29.45,UPI,USD
2023-07-03 23:51:35,stuff,89.43,8.93,786.88,UPI,USD
2023-08-20 10:41:12,notice,38.94,4.39,346.64,debit card,INR
2023-10-06 08:45:41,region,45.39,3.01,242.0,cash,INR
2024-05-03 15:01:02,sure,28.18,3.0,311.8,debit card,USD
2024-02-12 15:39:23,executive,90.09,7.13,874.98,credit card,INR
2023-08-18 00:08:28,sort,18.92,1.85,41.54,cash,INR
2023-10-29 04:50:38,leave,88.87,6.26,380.52,credit card,INR
2024-03-08 16:58:10,determine,57.03,4.51,246.16,debit card,USD
2024-04-02 12:01:55,development,43.28,2.49,274.62,UPI,USD
2023-06-26 09:03:48,perform,56.89,4.82,431.97,UPI,USD
2023-06-09 02:36:58,media,81.84,6.22,792.54,debit card,USD
2023-12-18 05:14:38,relationship,49.19,3.42,263.05,cash,USD
2024-01-08 16:14:20,support,34.17,3.32,224.94,UPI,INR
2023-11-09 02:13:22,deep,45.56,2.58,96.28,debit card,INR
2023-11-02 08:09:41,order,6.29,0.94,36.15,UPI,INR
2023-12-09 01:22:13,than,58.37,7.11,392.88,cash,USD
2024-01-21 08:51:17,admit,48.98,2.84,414.56,UPI,INR
2023-06-03 14:30:31,board,12.24,0.97,92.47,cash,INR
2024-05-14 14:58:10,step,22.54,3.36,25.9,UPI,USD
2023-12-23 08:32:16,around,51.01,2.71,214.88,debit card,USD
2023-09-27 00:00:11,practice,77.81,10.53,176.68,cash,INR
2024-02-22 13:08:02,that,10.86,0.66,34.56,cash,INR
2023-11-06 12:25:38,training,65.3,5.26,70.56,UPI,USD
2023-10-19 21:04:54,information,38.4,2.78,41.18,UPI,INR
2024-02-12 21:37:56,drug,27.92,3.85,127.08,debit card,INR
2023-06-20 15:08:58,medical,69.38,5.83,601.68,cash,INR
2023-06-16 03:26:31,drive,51.95,7.1,472.4,debit card,INR
2023-11-04 05:47:35,box,91.48,10.07,507.75,debit card,USD
2024-01-09 04:26:17,outside,56.05,5.72,617.7,UPI,USD
2023-12-03 15:24:05,method,87.76,9.25,970.1,UPI,INR
2023-11-09 12:26:47,memory,95.3,8.19,413.96,credit card,INR
2023-11-25 20:22:44,successful,51.22,5.59,511.29,credit card,USD
2024-01-10 10:21:32,world,47.07,6.88,161.85,cash,USD
2024-01-08 08:36:07,bank,40.14,2.34,382.32,credit card,INR
2024-03-01 18:35:19,sound,39.97,5.15,225.6,,INR
2024-02-05 07:13:39,security,38.83,5.41,221.2,cash,USD
2024-04-21 19:39:03,goal,57.75,3.2,609.5,UPI,INR
2024-02-14 07:31:26,blue,98.68,10.26,980.46,cash,USD
2023-07-03 16:09:38,evidence,56.7,3.09,538.11,debit card,INR
2023-09-03 22:48:00,sense,15.88,1.91,17.79,debit card,INR
2023-08-01 01:24:44,mind,4.46,0.41,304.6974027835318,cash,INR
2023-08-22 14:27:36,draw,11.62,0.78,99.2,credit card,USD
2024-03-20 13:51:09,TV,10.35,1.34,11.69,debit card,USD
2024-05-12 16:58:31,though,20.81,2.31,23.12,cash,INR
2024-03-24 23:39:04,health,34.47,2.99,74.92,cash,USD
2024-04-07 20:35:02,former,61.33,9.07,704.0,cash,USD
2023-05-29 06:59:06,yes,69.33,4.27,368.0,UPI,USD
2023-10-09 15:06:10,place,31.03,3.89,209.52,UPI,USD
2024-04-11 23:14:30,blue,94.35,6.61,605.76,cash,USD
2023-08-23 17:51:40,mission,14.3,0.86,30.32,cash,INR
2023-11-26 21:57:00,physical,32.27,4.78,370.5,UPI,USD
2024-01-27 13:42:07,ball,40.53,2.32,428.5,UPI,USD
2024-04-08 19:27:37,director,73.73,8.36,246.27,credit card,INR
2023-11-25 19:48:17,control,58.36,3.65,620.1,UPI,INR
2023-07-02 05:01:00,cut,88.22,4.73,185.9,debit card,INR
2024-03-26 08:10:24,one,42.04,2.9,314.58,cash,USD
2023-06-16 19:06:50,identify,42.9,2.73,136.89,UPI,INR
2024-02-07 06:15:09,director,42.03,5.12,141.45,credit card,USD
2023-10-17 07:52:00,eight,73.69,9.82,501.06,debit card,USD
2023-12-21 17:44:09,society,31.05,3.92,279.76,UPI,USD
2023-08-27 13:38:05,against,15.49,1.52,102.06,UPI,USD
2024-03-27 09:31:53,sound,6.68,0.71,22.17,debit card,USD
2024-04-22 15:20:28,doctor,83.51,9.12,833.67,credit card,INR
2023-11-23 05:17:46,manage,16.02,1.75,35.54,credit card,INR
2023-07-21 01:55:43,wish,32.86,1.79,346.5,credit card,USD
2024-04-28 19:28:16,goal,22.22,2.99,25.21,debit card,INR
2024-02-13 07:26:03,red,12.13,1.06,13.19,cash,USD
2023-10-08 16:55:48,language,80.64,11.77,554.46,cash,INR
2024-01-15 08:01:02,pattern,29.61,2.96,227.99,credit card,INR
2023-12-07 22:01:53,benefit,39.28,2.06,372.06,cash,USD
2024-03-15 16:22:55,attorney,96.32,13.52,768.88,debit card,USD
2023-07-21 15:25:57,provide,90.53,9.29,399.28,debit card,USD
2024-05-06 13:16:08,then,54.82,7.15,185.91,debit card,USD
2023-05-31 14:23:21,team,70.28,8.57,394.25,,INR
2023-12-19 17:14:52,model,20.57,2.59,23.16,UPI,INR
2023-10-24 09:08:43,general,20.59,1.83,44.84,debit card,USD
2024-04-18 17:54:23,usually,46.71,3.73,453.96,credit card,INR
2023-05-26 13:03:41,theory,18.28,2.58,187.74,cash,USD
2024-01-25 00:52:04,stand,14.42,1.5,47.76,UPI,INR
2023-12-13 19:15:44,plan,58.79,8.51,134.6,cash,INR
2024-03-30 21:52:32,amount,13.02,1.91,104.51,cash,INR
2023-09-23 22:06:32,technology,12.79,1.24,14.03,cash,INR
2024-04-25 17:28:51,TV,22.43,2.91,50.68,UPI,INR
2024-05-09 19:43:08,with,70.16,9.41,159.14,cash,INR
2023-10-24 22:56:13,year,48.54,6.81,221.4,UPI,USD
2023-09-17 12:01:03,politics,96.54,5.55,1020.9,UPI,USD
2024-03-26 20:03:11,half,34.37,2.03,327.6,cash,USD
2024-05-14 18:50:04,right,1.76,0.13,13.23,credit card,INR
2023-08-29 03:46:31,someone,18.5,1.94,122.64,UPI,INR
2024-02-03 04:32:00,economic,51.44,6.89,58.33,debit card,USD
2023-10-19 02:07:40,food,66.72,6.28,511.0,debit card,USD
2023-06-01 14:52:51,send,79.73,10.33,450.3,cash,USD
2024-01-20 19:12:34,admit,25.35,2.48,278.3,debit card,INR
2023-08-06 08:50:26,former,18.44,1.1,117.24,UPI,INR
2023-06-08 07:19:01,lead,13.46,1.75,76.05,debit card,INR
2023-10-26 20:18:12,lose,75.85,4.21,240.18,UPI,USD
2024-02-07 13:26:22,walk,55.56,3.35,117.82,credit card,USD
2023-07-31 21:25:01,shake,32.11,3.0,175.55,UPI,INR
2023-11-23 02:05:06,statement,39.13,3.72,257.1,debit card,INR
2023-11-21 10:26:13,modern,90.85,8.47,99.32,UPI,USD
2024-03-07 15:38:16,television,10.37,0.59,43.84,cash,INR
2024-02-19 23:17:42,everyone,5.14,0.31,21.8,credit card,USD
2023-12-26 02:43:36,note,58.2,4.93,252.52,credit card,USD
2024-01-31 10:03:51,practice,21.06,1.37,67.29,cash,INR
2023-11-28 02:41:03,poor,72.73,5.12,77.85,credit card,USD
2024-01-14 21:56:41,cut,3.24,0.45,7.38,credit card,USD
2024-03-08 05:57:56,unit,10.75,1.34,24.18,UPI,INR
2024-03-16 18:44:24,work,25.62,2.15,488.870344829027,UPI,INR
2023-05-22 04:10:59,necessary,47.87,3.77,154.92,credit card,INR
2024-05-12 04:39:20,structure,28.26,2.24,356.18279525577117,,USD
2023-05-21 07:05:23,beautiful,80.96,9.5,361.84,debit card,INR
2023-10-11 12:25:50,specific,27.26,2.51,59.54,cash,USD
2023-11-08 00:45:07,require,80.13,8.89,712.16,debit card,INR
2023-08-28 14:29:29,idea,34.78,3.79,347.13,cash,USD
2023-10-05 23:44:36,local,18.73,1.1,39.66,debit card,INR
2023-11-16 15:43:10,analysis,71.79,8.59,803.8,,USD
